resume_text,job_description,label
"Experienced professional with 4 years of experience. Skilled in typescript, responsive design, javascript, webpack. Worked on multiple projects involving ui/ux, responsive design. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in statistics, deep learning, machine learning, scikit-learn. The candidate should have experience with data visualization, deep learning and a background in data scientist.",0
"Experienced professional with 5 years of experience. Skilled in redux, responsive design, react, webpack. Worked on multiple projects involving html, react. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in scikit-learn, statistics, python, pandas. The candidate should have experience with sql, pandas and a background in data scientist.",0
"Experienced professional with 1 years of experience. Skilled in typescript, react, javascript, css. Worked on multiple projects involving ui/ux, redux. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in branding, copywriting, seo, social media. The candidate should have experience with google ads, copywriting and a background in digital marketer.",0
"Experienced professional with 1 years of experience. Skilled in data visualization, machine learning, statistics, numpy. Worked on multiple projects involving machine learning, python. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in monitoring, ci/cd, aws, docker. The candidate should have experience with linux, ci/cd and a background in devops engineer.",0
"Experienced professional with 1 years of experience. Skilled in javascript, html, css, webpack. Worked on multiple projects involving terraform, linux. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in responsive design, ui/ux, react, typescript. The candidate should have experience with webpack, redux and a background in frontend developer.",1
"Experienced professional with 10 years of experience. Skilled in redux, webpack, react, html. Worked on multiple projects involving react, redux. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in email marketing, copywriting, branding, analytics. The candidate should have experience with branding, google ads and a background in digital marketer.",0
"Experienced professional with 9 years of experience. Skilled in email marketing, google ads, social media, copywriting. Worked on multiple projects involving content strategy, analytics. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in machine learning, pandas, data visualization, statistics. The candidate should have experience with machine learning, data visualization and a background in data scientist.",0
"Experienced professional with 6 years of experience. Skilled in branding, google ads, seo, content strategy. Worked on multiple projects involving branding, copywriting. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in pandas, machine learning, sql, statistics. The candidate should have experience with statistics, python and a background in data scientist.",0
"Experienced professional with 2 years of experience. Skilled in deep learning, data visualization, machine learning, numpy. Worked on multiple projects involving data visualization, numpy. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in scikit-learn, statistics, deep learning, python. The candidate should have experience with numpy, deep learning and a background in data scientist.",1
"Experienced professional with 6 years of experience. Skilled in linux, monitoring, networking, kubernetes. Worked on multiple projects involving docker, terraform. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in networking, docker, jenkins, aws. The candidate should have experience with aws, docker and a background in devops engineer.",1
"Experienced professional with 1 years of experience. Skilled in analytics, branding, copywriting, google ads. Worked on multiple projects involving branding, analytics. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in numpy, pandas, sql, machine learning. The candidate should have experience with statistics, scikit-learn and a background in data scientist.",0
"Experienced professional with 8 years of experience. Skilled in typescript, javascript, webpack, react. Worked on multiple projects involving react, css. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in typescript, css, ui/ux, webpack. The candidate should have experience with ui/ux, css and a background in frontend developer.",1
"Experienced professional with 6 years of experience. Skilled in content strategy, copywriting, google ads, email marketing. Worked on multiple projects involving analytics, social media. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in analytics, email marketing, seo, branding. The candidate should have experience with analytics, seo and a background in digital marketer.",1
"Experienced professional with 7 years of experience. Skilled in responsive design, html, webpack, ui/ux. Worked on multiple projects involving webpack, css. Strong background in frontend developer.","We are looking for a DevOps Engineer with strong skills in ci/cd, linux, terraform, monitoring. The candidate should have experience with monitoring, kubernetes and a background in devops engineer.",0
"Experienced professional with 10 years of experience. Skilled in scikit-learn, sql, statistics, python. Worked on multiple projects involving pandas, python. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in analytics, email marketing, google ads, content strategy. The candidate should have experience with analytics, social media and a background in digital marketer.",0
"Experienced professional with 7 years of experience. Skilled in content strategy, branding, google ads, analytics. Worked on multiple projects involving branding, analytics. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in machine learning, python, data visualization, numpy. The candidate should have experience with python, sql and a background in data scientist.",0
"Experienced professional with 6 years of experience. Skilled in ci/cd, jenkins, linux, terraform. Worked on multiple projects involving jenkins, ci/cd. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in seo, analytics, google ads, branding. The candidate should have experience with google ads, seo and a background in digital marketer.",0
"Experienced professional with 1 years of experience. Skilled in linux, kubernetes, networking, terraform. Worked on multiple projects involving linux, ci/cd. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in ci/cd, kubernetes, jenkins, monitoring. The candidate should have experience with jenkins, linux and a background in devops engineer.",1
"Experienced professional with 4 years of experience. Skilled in networking, kubernetes, linux, ci/cd. Worked on multiple projects involving terraform, networking. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in docker, networking, jenkins, monitoring. The candidate should have experience with docker, jenkins and a background in devops engineer.",1
"Experienced professional with 8 years of experience. Skilled in python, deep learning, numpy, scikit-learn. Worked on multiple projects involving machine learning, data visualization. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in numpy, python, statistics, scikit-learn. The candidate should have experience with deep learning, sql and a background in data scientist.",1
"Experienced professional with 6 years of experience. Skilled in css, react, responsive design, javascript. Worked on multiple projects involving responsive design, react. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in sql, deep learning, statistics, numpy. The candidate should have experience with numpy, sql and a background in data scientist.",0
"Experienced professional with 6 years of experience. Skilled in linux, docker, networking, aws. Worked on multiple projects involving kubernetes, jenkins. Strong background in devops engineer.","We are looking for a Frontend Developer with strong skills in react, webpack, redux, ui/ux. The candidate should have experience with css, redux and a background in frontend developer.",0
"Experienced professional with 7 years of experience. Skilled in deep learning, data visualization, scikit-learn, sql. Worked on multiple projects involving sql, statistics. Strong background in data scientist.","We are looking for a Frontend Developer with strong skills in redux, css, html, ui/ux. The candidate should have experience with react, webpack and a background in frontend developer.",0
"Experienced professional with 3 years of experience. Skilled in typescript, react, html, css. Worked on multiple projects involving javascript, responsive design. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in react, javascript, redux, responsive design. The candidate should have experience with redux, react and a background in frontend developer.",1
"Experienced professional with 2 years of experience. Skilled in html, javascript, webpack, ui/ux. Worked on multiple projects involving redux, webpack. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in css, responsive design, html, webpack. The candidate should have experience with responsive design, javascript and a background in frontend developer.",1
"Experienced professional with 7 years of experience. Skilled in analytics, google ads, branding, seo. Worked on multiple projects involving analytics, content strategy. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in analytics, copywriting, google ads, social media. The candidate should have experience with google ads, analytics and a background in digital marketer.",1
"Experienced professional with 10 years of experience. Skilled in email marketing, content strategy, copywriting, seo. Worked on multiple projects involving google ads, email marketing. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in pandas, scikit-learn, statistics, numpy. The candidate should have experience with data visualization, numpy and a background in data scientist.",0
"Experienced professional with 10 years of experience. Skilled in google ads, email marketing, branding, analytics. Worked on multiple projects involving social media, branding. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in analytics, email marketing, content strategy, google ads. The candidate should have experience with social media, seo and a background in digital marketer.",1
"Experienced professional with 8 years of experience. Skilled in responsive design, redux, react, webpack. Worked on multiple projects involving ui/ux, css. Strong background in frontend developer.","We are looking for a DevOps Engineer with strong skills in kubernetes, jenkins, networking, docker. The candidate should have experience with docker, terraform and a background in devops engineer.",0
"Experienced professional with 5 years of experience. Skilled in email marketing, social media, google ads, analytics. Worked on multiple projects involving social media, copywriting. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in google ads, seo, social media, copywriting. The candidate should have experience with content strategy, analytics and a background in digital marketer.",1
"Experienced professional with 3 years of experience. Skilled in docker, linux, networking, ci/cd. Worked on multiple projects involving kubernetes, monitoring. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in email marketing, branding, copywriting, seo. The candidate should have experience with analytics, copywriting and a background in digital marketer.",0
"Experienced professional with 1 years of experience. Skilled in css, responsive design, html, redux. Worked on multiple projects involving webpack, react. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in typescript, ui/ux, css, webpack. The candidate should have experience with redux, responsive design and a background in frontend developer.",1
"Experienced professional with 9 years of experience. Skilled in sql, numpy, machine learning, statistics. Worked on multiple projects involving data visualization, machine learning. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in monitoring, docker, networking, linux. The candidate should have experience with networking, aws and a background in devops engineer.",0
"Experienced professional with 4 years of experience. Skilled in monitoring, ci/cd, kubernetes, docker. Worked on multiple projects involving scikit-learn, deep learning. Strong background in devops engineer.","We are looking for a Data Scientist with strong skills in deep learning, machine learning, pandas, data visualization. The candidate should have experience with data visualization, machine learning and a background in data scientist.",0
"Experienced professional with 4 years of experience. Skilled in react, typescript, webpack, responsive design. Worked on multiple projects involving react, typescript. Strong background in frontend developer.","We are looking for a DevOps Engineer with strong skills in docker, aws, ci/cd, kubernetes. The candidate should have experience with terraform, kubernetes and a background in devops engineer.",0
"Experienced professional with 6 years of experience. Skilled in sql, python, pandas, scikit-learn. Worked on multiple projects involving deep learning, numpy. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in seo, social media, analytics, copywriting. The candidate should have experience with seo, content strategy and a background in digital marketer.",0
"Experienced professional with 1 years of experience. Skilled in scikit-learn, numpy, machine learning, python. Worked on multiple projects involving statistics, python. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in seo, google ads, copywriting, email marketing. The candidate should have experience with content strategy, seo and a background in digital marketer.",0
"Experienced professional with 3 years of experience. Skilled in monitoring, jenkins, networking, ci/cd. Worked on multiple projects involving jenkins, networking. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in linux, networking, aws, ci/cd. The candidate should have experience with networking, kubernetes and a background in devops engineer.",1
"Experienced professional with 10 years of experience. Skilled in javascript, redux, ui/ux, css. Worked on multiple projects involving analytics, content strategy. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in typescript, css, javascript, webpack. The candidate should have experience with webpack, responsive design and a background in frontend developer.",1
"Experienced professional with 3 years of experience. Skilled in branding, email marketing, content strategy, analytics. Worked on multiple projects involving email marketing, google ads. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in seo, google ads, analytics, copywriting. The candidate should have experience with google ads, seo and a background in digital marketer.",1
"Experienced professional with 5 years of experience. Skilled in jenkins, ci/cd, monitoring, kubernetes. Worked on multiple projects involving statistics, scikit-learn. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in kubernetes, ci/cd, terraform, docker. The candidate should have experience with linux, networking and a background in devops engineer.",1
"Experienced professional with 1 years of experience. Skilled in analytics, google ads, copywriting, seo. Worked on multiple projects involving google ads, branding. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in content strategy, google ads, seo, branding. The candidate should have experience with branding, seo and a background in digital marketer.",1
"Experienced professional with 7 years of experience. Skilled in typescript, ui/ux, redux, react. Worked on multiple projects involving google ads, content strategy. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in copywriting, google ads, seo, branding. The candidate should have experience with seo, branding and a background in digital marketer.",0
"Experienced professional with 2 years of experience. Skilled in python, statistics, machine learning, numpy. Worked on multiple projects involving numpy, statistics. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in pandas, scikit-learn, statistics, python. The candidate should have experience with data visualization, scikit-learn and a background in data scientist.",1
"Experienced professional with 6 years of experience. Skilled in copywriting, content strategy, social media, email marketing. Worked on multiple projects involving branding, copywriting. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in kubernetes, linux, terraform, networking. The candidate should have experience with monitoring, networking and a background in devops engineer.",0
"Experienced professional with 8 years of experience. Skilled in redux, typescript, css, html. Worked on multiple projects involving responsive design, javascript. Strong background in frontend developer.","We are looking for a DevOps Engineer with strong skills in ci/cd, monitoring, linux, jenkins. The candidate should have experience with monitoring, linux and a background in devops engineer.",0
"Experienced professional with 6 years of experience. Skilled in google ads, copywriting, analytics, content strategy. Worked on multiple projects involving content strategy, google ads. Strong background in digital marketer.","We are looking for a Frontend Developer with strong skills in css, html, javascript, redux. The candidate should have experience with webpack, responsive design and a background in frontend developer.",0
"Experienced professional with 5 years of experience. Skilled in pandas, python, deep learning, machine learning. Worked on multiple projects involving python, pandas. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in pandas, deep learning, sql, data visualization. The candidate should have experience with pandas, machine learning and a background in data scientist.",1
"Experienced professional with 5 years of experience. Skilled in jenkins, networking, docker, aws. Worked on multiple projects involving networking, terraform. Strong background in devops engineer.","We are looking for a Digital Marketer with strong skills in branding, seo, google ads, analytics. The candidate should have experience with google ads, content strategy and a background in digital marketer.",0
"Experienced professional with 10 years of experience. Skilled in kubernetes, networking, docker, terraform. Worked on multiple projects involving analytics, branding. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in docker, networking, terraform, monitoring. The candidate should have experience with docker, ci/cd and a background in devops engineer.",1
"Experienced professional with 2 years of experience. Skilled in monitoring, terraform, jenkins, networking. Worked on multiple projects involving monitoring, linux. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in aws, monitoring, networking, kubernetes. The candidate should have experience with docker, linux and a background in devops engineer.",1
"Experienced professional with 5 years of experience. Skilled in css, javascript, react, responsive design. Worked on multiple projects involving redux, css. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in ui/ux, webpack, react, typescript. The candidate should have experience with javascript, html and a background in frontend developer.",1
"Experienced professional with 4 years of experience. Skilled in webpack, responsive design, html, redux. Worked on multiple projects involving seo, email marketing. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in content strategy, analytics, copywriting, social media. The candidate should have experience with email marketing, content strategy and a background in digital marketer.",0
"Experienced professional with 6 years of experience. Skilled in branding, social media, seo, copywriting. Worked on multiple projects involving copywriting, content strategy. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in data visualization, python, machine learning, deep learning. The candidate should have experience with numpy, statistics and a background in data scientist.",0
"Experienced professional with 4 years of experience. Skilled in sql, pandas, statistics, scikit-learn. Worked on multiple projects involving numpy, data visualization. Strong background in data scientist.","We are looking for a Frontend Developer with strong skills in ui/ux, html, css, responsive design. The candidate should have experience with redux, css and a background in frontend developer.",0
"Experienced professional with 7 years of experience. Skilled in linux, aws, docker, kubernetes. Worked on multiple projects involving linux, monitoring. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in terraform, networking, linux, jenkins. The candidate should have experience with linux, kubernetes and a background in devops engineer.",1
"Experienced professional with 8 years of experience. Skilled in react, responsive design, webpack, javascript. Worked on multiple projects involving webpack, responsive design. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in responsive design, css, javascript, webpack. The candidate should have experience with css, html and a background in frontend developer.",1
"Experienced professional with 5 years of experience. Skilled in pandas, numpy, statistics, machine learning. Worked on multiple projects involving numpy, pandas. Strong background in data scientist.","We are looking for a Frontend Developer with strong skills in html, webpack, ui/ux, typescript. The candidate should have experience with redux, responsive design and a background in frontend developer.",0
"Experienced professional with 4 years of experience. Skilled in webpack, javascript, react, typescript. Worked on multiple projects involving css, ui/ux. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in html, typescript, redux, webpack. The candidate should have experience with react, typescript and a background in frontend developer.",1
"Experienced professional with 1 years of experience. Skilled in monitoring, terraform, aws, ci/cd. Worked on multiple projects involving terraform, docker. Strong background in devops engineer.","We are looking for a Frontend Developer with strong skills in ui/ux, typescript, html, css. The candidate should have experience with ui/ux, css and a background in frontend developer.",0
"Experienced professional with 5 years of experience. Skilled in responsive design, html, redux, react. Worked on multiple projects involving javascript, css. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in css, typescript, redux, ui/ux. The candidate should have experience with ui/ux, javascript and a background in frontend developer.",1
"Experienced professional with 3 years of experience. Skilled in analytics, seo, social media, content strategy. Worked on multiple projects involving copywriting, email marketing. Strong background in digital marketer.","We are looking for a Frontend Developer with strong skills in react, javascript, webpack, typescript. The candidate should have experience with javascript, webpack and a background in frontend developer.",0
"Experienced professional with 4 years of experience. Skilled in copywriting, seo, google ads, email marketing. Worked on multiple projects involving jenkins, terraform. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in monitoring, terraform, docker, kubernetes. The candidate should have experience with kubernetes, aws and a background in devops engineer.",0
"Experienced professional with 3 years of experience. Skilled in google ads, content strategy, branding, email marketing. Worked on multiple projects involving content strategy, email marketing. Strong background in digital marketer.","We are looking for a Data Scientist with strong skills in pandas, data visualization, python, machine learning. The candidate should have experience with scikit-learn, machine learning and a background in data scientist.",0
"Experienced professional with 3 years of experience. Skilled in redux, typescript, responsive design, webpack. Worked on multiple projects involving react, javascript. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in react, ui/ux, webpack, redux. The candidate should have experience with css, javascript and a background in frontend developer.",1
"Experienced professional with 1 years of experience. Skilled in sql, data visualization, machine learning, deep learning. Worked on multiple projects involving numpy, pandas. Strong background in data scientist.","We are looking for a Frontend Developer with strong skills in ui/ux, javascript, webpack, css. The candidate should have experience with redux, ui/ux and a background in frontend developer.",0
"Experienced professional with 8 years of experience. Skilled in linux, networking, ci/cd, terraform. Worked on multiple projects involving networking, monitoring. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in kubernetes, docker, jenkins, networking. The candidate should have experience with networking, linux and a background in devops engineer.",1
"Experienced professional with 1 years of experience. Skilled in social media, google ads, email marketing, copywriting. Worked on multiple projects involving google ads, email marketing. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in ci/cd, monitoring, aws, jenkins. The candidate should have experience with linux, docker and a background in devops engineer.",0
"Experienced professional with 6 years of experience. Skilled in javascript, typescript, css, webpack. Worked on multiple projects involving ui/ux, typescript. Strong background in frontend developer.","We are looking for a DevOps Engineer with strong skills in aws, jenkins, docker, ci/cd. The candidate should have experience with docker, aws and a background in devops engineer.",0
"Experienced professional with 7 years of experience. Skilled in email marketing, content strategy, analytics, seo. Worked on multiple projects involving google ads, analytics. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in content strategy, seo, google ads, email marketing. The candidate should have experience with branding, social media and a background in digital marketer.",1
"Experienced professional with 2 years of experience. Skilled in linux, networking, jenkins, monitoring. Worked on multiple projects involving linux, jenkins. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in linux, terraform, aws, docker. The candidate should have experience with docker, networking and a background in devops engineer.",1
"Experienced professional with 1 years of experience. Skilled in numpy, machine learning, sql, python. Worked on multiple projects involving deep learning, python. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in email marketing, content strategy, google ads, branding. The candidate should have experience with branding, seo and a background in digital marketer.",0
"Experienced professional with 9 years of experience. Skilled in sql, machine learning, data visualization, python. Worked on multiple projects involving scikit-learn, numpy. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in scikit-learn, data visualization, python, sql. The candidate should have experience with python, pandas and a background in data scientist.",1
"Experienced professional with 2 years of experience. Skilled in email marketing, content strategy, copywriting, social media. Worked on multiple projects involving seo, branding. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in terraform, ci/cd, jenkins, aws. The candidate should have experience with jenkins, kubernetes and a background in devops engineer.",0
"Experienced professional with 3 years of experience. Skilled in redux, typescript, webpack, javascript. Worked on multiple projects involving ui/ux, typescript. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in machine learning, pandas, data visualization, deep learning. The candidate should have experience with pandas, statistics and a background in data scientist.",0
"Experienced professional with 5 years of experience. Skilled in branding, google ads, analytics, seo. Worked on multiple projects involving email marketing, analytics. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in linux, jenkins, terraform, docker. The candidate should have experience with monitoring, docker and a background in devops engineer.",0
"Experienced professional with 9 years of experience. Skilled in docker, linux, jenkins, monitoring. Worked on multiple projects involving numpy, scikit-learn. Strong background in devops engineer.","We are looking for a DevOps Engineer with strong skills in terraform, monitoring, networking, ci/cd. The candidate should have experience with docker, networking and a background in devops engineer.",1
"Experienced professional with 4 years of experience. Skilled in sql, statistics, machine learning, python. Worked on multiple projects involving sql, numpy. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in monitoring, linux, kubernetes, ci/cd. The candidate should have experience with docker, ci/cd and a background in devops engineer.",0
"Experienced professional with 5 years of experience. Skilled in email marketing, social media, google ads, analytics. Worked on multiple projects involving seo, google ads. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in social media, branding, seo, email marketing. The candidate should have experience with google ads, social media and a background in digital marketer.",1
"Experienced professional with 6 years of experience. Skilled in analytics, copywriting, seo, social media. Worked on multiple projects involving copywriting, seo. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in docker, networking, kubernetes, jenkins. The candidate should have experience with linux, jenkins and a background in devops engineer.",0
"Experienced professional with 2 years of experience. Skilled in machine learning, scikit-learn, python, numpy. Worked on multiple projects involving numpy, scikit-learn. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in ci/cd, docker, jenkins, linux. The candidate should have experience with terraform, linux and a background in devops engineer.",0
"Experienced professional with 3 years of experience. Skilled in statistics, scikit-learn, deep learning, machine learning. Worked on multiple projects involving numpy, sql. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in aws, networking, jenkins, kubernetes. The candidate should have experience with ci/cd, jenkins and a background in devops engineer.",0
"Experienced professional with 7 years of experience. Skilled in typescript, html, react, redux. Worked on multiple projects involving social media, seo. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in html, redux, react, responsive design. The candidate should have experience with html, webpack and a background in frontend developer.",1
"Experienced professional with 6 years of experience. Skilled in data visualization, machine learning, statistics, deep learning. Worked on multiple projects involving python, deep learning. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in statistics, deep learning, python, numpy. The candidate should have experience with sql, numpy and a background in data scientist.",1
"Experienced professional with 5 years of experience. Skilled in numpy, deep learning, scikit-learn, machine learning. Worked on multiple projects involving pandas, python. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in numpy, pandas, scikit-learn, sql. The candidate should have experience with numpy, machine learning and a background in data scientist.",1
"Experienced professional with 6 years of experience. Skilled in google ads, copywriting, content strategy, seo. Worked on multiple projects involving typescript, linux. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in email marketing, copywriting, analytics, seo. The candidate should have experience with email marketing, branding and a background in digital marketer.",1
"Experienced professional with 1 years of experience. Skilled in pandas, scikit-learn, machine learning, sql. Worked on multiple projects involving sql, statistics. Strong background in data scientist.","We are looking for a Frontend Developer with strong skills in html, typescript, webpack, javascript. The candidate should have experience with redux, webpack and a background in frontend developer.",0
"Experienced professional with 9 years of experience. Skilled in html, responsive design, redux, css. Worked on multiple projects involving html, redux. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in seo, email marketing, branding, social media. The candidate should have experience with copywriting, seo and a background in digital marketer.",0
"Experienced professional with 8 years of experience. Skilled in ui/ux, css, typescript, responsive design. Worked on multiple projects involving typescript, redux. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in content strategy, branding, social media, analytics. The candidate should have experience with copywriting, email marketing and a background in digital marketer.",0
"Experienced professional with 1 years of experience. Skilled in social media, analytics, content strategy, email marketing. Worked on multiple projects involving google ads, email marketing. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in social media, analytics, content strategy, copywriting. The candidate should have experience with google ads, analytics and a background in digital marketer.",1
"Experienced professional with 7 years of experience. Skilled in numpy, scikit-learn, deep learning, data visualization. Worked on multiple projects involving python, machine learning. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in python, deep learning, machine learning, numpy. The candidate should have experience with machine learning, data visualization and a background in data scientist.",1
"Experienced professional with 8 years of experience. Skilled in seo, copywriting, content strategy, branding. Worked on multiple projects involving content strategy, copywriting. Strong background in digital marketer.","We are looking for a DevOps Engineer with strong skills in monitoring, jenkins, aws, linux. The candidate should have experience with jenkins, ci/cd and a background in devops engineer.",0
"Experienced professional with 6 years of experience. Skilled in kubernetes, terraform, aws, monitoring. Worked on multiple projects involving docker, kubernetes. Strong background in devops engineer.","We are looking for a Frontend Developer with strong skills in ui/ux, css, javascript, redux. The candidate should have experience with css, typescript and a background in frontend developer.",0
"Experienced professional with 10 years of experience. Skilled in react, redux, javascript, webpack. Worked on multiple projects involving javascript, html. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in typescript, react, javascript, webpack. The candidate should have experience with css, responsive design and a background in frontend developer.",1
"Experienced professional with 9 years of experience. Skilled in terraform, docker, linux, monitoring. Worked on multiple projects involving kubernetes, ci/cd. Strong background in devops engineer.","We are looking for a Frontend Developer with strong skills in javascript, redux, typescript, responsive design. The candidate should have experience with webpack, redux and a background in frontend developer.",0
"Experienced professional with 3 years of experience. Skilled in numpy, scikit-learn, deep learning, pandas. Worked on multiple projects involving data visualization, pandas. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in copywriting, branding, seo, analytics. The candidate should have experience with google ads, analytics and a background in digital marketer.",0
"Experienced professional with 2 years of experience. Skilled in responsive design, html, ui/ux, react. Worked on multiple projects involving responsive design, javascript. Strong background in frontend developer.","We are looking for a DevOps Engineer with strong skills in jenkins, kubernetes, aws, docker. The candidate should have experience with kubernetes, linux and a background in devops engineer.",0
"Experienced professional with 5 years of experience. Skilled in machine learning, data visualization, statistics, scikit-learn. Worked on multiple projects involving sql, statistics. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in networking, kubernetes, docker, terraform. The candidate should have experience with kubernetes, jenkins and a background in devops engineer.",0
"Experienced professional with 8 years of experience. Skilled in deep learning, pandas, data visualization, numpy. Worked on multiple projects involving sql, python. Strong background in data scientist.","We are looking for a Digital Marketer with strong skills in copywriting, email marketing, google ads, analytics. The candidate should have experience with content strategy, social media and a background in digital marketer.",0
"Experienced professional with 2 years of experience. Skilled in webpack, ui/ux, react, html. Worked on multiple projects involving typescript, webpack. Strong background in frontend developer.","We are looking for a Digital Marketer with strong skills in copywriting, google ads, seo, content strategy. The candidate should have experience with social media, analytics and a background in digital marketer.",0
"Experienced professional with 5 years of experience. Skilled in scikit-learn, data visualization, pandas, sql. Worked on multiple projects involving statistics, scikit-learn. Strong background in data scientist.","We are looking for a DevOps Engineer with strong skills in docker, jenkins, networking, monitoring. The candidate should have experience with aws, monitoring and a background in devops engineer.",0
"Experienced professional with 2 years of experience. Skilled in linux, monitoring, networking, ci/cd. Worked on multiple projects involving docker, monitoring. Strong background in devops engineer.","We are looking for a Frontend Developer with strong skills in ui/ux, typescript, redux, css. The candidate should have experience with webpack, responsive design and a background in frontend developer.",0
"Experienced professional with 2 years of experience. Skilled in react, html, javascript, ui/ux. Worked on multiple projects involving redux, webpack. Strong background in frontend developer.","We are looking for a Frontend Developer with strong skills in responsive design, typescript, react, javascript. The candidate should have experience with css, html and a background in frontend developer.",1
"Experienced professional with 7 years of experience. Skilled in branding, content strategy, copywriting, email marketing. Worked on multiple projects involving analytics, content strategy. Strong background in digital marketer.","We are looking for a Digital Marketer with strong skills in branding, social media, copywriting, content strategy. The candidate should have experience with copywriting, analytics and a background in digital marketer.",1
"Experienced professional with 3 years of experience. Skilled in react, redux, ui/ux, javascript. Worked on multiple projects involving react, redux. Strong background in frontend developer.","We are looking for a Data Scientist with strong skills in scikit-learn, python, numpy, sql. The candidate should have experience with statistics, numpy and a background in data scientist.",0
"Experienced professional with 4 years of experience. Skilled in numpy, sql, machine learning, statistics. Worked on multiple projects involving react, jenkins. Strong background in data scientist.","We are looking for a Data Scientist with strong skills in pandas, deep learning, numpy, python. The candidate should have experience with pandas, statistics and a background in data scientist.",1
